Address,Aggregate_rating,Average_Cost_for_two,City,Country_Code,Cuisines,Currency,Has_Online_delivery,Has_Table_booking,Is_delivering_now,Latitude,Locality,Locality_Verbose,Longitude,Price_range,Rating_color,Rating_text,Restaurant_ID,Restaurant_Name,Votes,_id
"B 170, Jhilmil Colony, Vivek Vihar, New Delhi",0,300,New Delhi,1,Mithai,Indian Rupees(Rs.),No,No,No,28.66982713,Vivek Vihar,"Vivek Vihar, New Delhi",77.3121633,1,White,Not rated,18421469,Jyoti Sweets,0,6120e397a4acd2e728596962
"A-2, Krishna Nagar Extension, Geeta Colony, New Delhi",0,350,New Delhi,1,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.6545768,Geeta Colony,"Geeta Colony, New Delhi",77.2766789,1,White,Not rated,18421470,Soya Twist,0,6120e397a4acd2e728596963
"B 168, Jhilmil Colony, Vivek Vihar, New Delhi",0,300,New Delhi,1,Bakery,Indian Rupees(Rs.),No,No,No,28.66958297,Vivek Vihar,"Vivek Vihar, New Delhi",77.31192157,1,White,Not rated,18421471,Oven Fresh,0,6120e397a4acd2e728596964
"Shop 69, Indra Vihar, Opposite Girls Hostel, Mukherjee Nagar, New Delhi",0,300,New Delhi,1,Chinese,Indian Rupees(Rs.),No,No,No,28.7066288,Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2122224,1,White,Not rated,18421473,Lasha Chinese Food,1,6120e397a4acd2e728596965
"9, Satnam Park, Krishna Nagar, New Delhi",0,200,New Delhi,1,"Chinese, South Indian, Fast Food",Indian Rupees(Rs.),No,No,No,28.6551369,Krishna Nagar,"Krishna Nagar, New Delhi",77.2821467,1,White,Not rated,18421474,Bhatia Chinese Food,0,6120e397a4acd2e728596966
"58, Indra Vihar, Mukherjee Nagar, New Delhi",0,150,New Delhi,1,"North Eastern, North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.7062833,Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2122334,1,White,Not rated,18421475,Lily Tasty Fast Food,1,6120e397a4acd2e728596967
"Huda Market, Sector 56, Gurgaon",0,150,Gurgaon,1,Fast Food,Indian Rupees(Rs.),No,No,No,28.425191,Sector 56,"Sector 56, Gurgaon",77.0990285,1,White,Not rated,18421476,Ravi Fast Food,0,6120e397a4acd2e728596968
"G-3, Pankaj Plaza, LSC, Surajmal Vihar, Anand Vihar, New Delhi",3.3,500,New Delhi,1,South Indian,Indian Rupees(Rs.),No,No,No,28.6596493,Anand Vihar,"Anand Vihar, New Delhi",77.3065547,2,Orange,Average,18421481,Chennai Junction,11,6120e397a4acd2e728596969
"29, Satnam Park, Krishna Nagar, New Delhi",0,200,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.6555214,Krishna Nagar,"Krishna Nagar, New Delhi",77.2822453,1,White,Not rated,18421482,Breakfast Hut,0,6120e397a4acd2e72859696a
"Shop 264, Near Hakikat Nagar, Mukherjee Nagar, New Delhi",0,100,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.699566,Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2081351,1,White,Not rated,18421485,Bikaner Restaurant,0,6120e397a4acd2e72859696b
"Shop 9, Mall Road, Metro Gate 2, Delhi University-GTB Nagar, New Delhi",0,400,New Delhi,1,Mughlai,Indian Rupees(Rs.),No,No,No,28.69846,Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.2076069,1,White,Not rated,18421487,Best Biryani,0,6120e397a4acd2e72859696c
"G 8, Aggarwal Tower, LSC 2, Patparganj, IP Extension, New Delhi",0,250,New Delhi,1,Mithai,Indian Rupees(Rs.),No,No,No,28.62804124,IP Extension,"IP Extension, New Delhi",77.30793916,1,White,Not rated,18421488,Kesariya Sweets,2,6120e397a4acd2e72859696d
"C 31, Acharya niketan, Mayur Vihar Phase 1, New Delhi",0,300,New Delhi,1,"North Indian, Biryani",Indian Rupees(Rs.),No,No,No,28.6073214,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2960093,1,White,Not rated,18421492,Zayka chicken restaurant,0,6120e397a4acd2e72859696e
"HUDA Market, Sector 56, Gurgaon",0,100,Gurgaon,1,"Mithai, Street Food",Indian Rupees(Rs.),No,No,No,28.4250375,Sector 56,"Sector 56, Gurgaon",77.0992983,1,White,Not rated,18421493,Bala Ji Sweets Corner,0,6120e397a4acd2e72859696f
"Opposite Balaji Dental Clinic, Mayur Vihar Phase 1, New Delhi",0,150,New Delhi,1,South Indian,Indian Rupees(Rs.),No,No,No,0,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",0,1,White,Not rated,18421494,South Indian,0,6120e397a4acd2e728596970
"C 1/10, Lal Quarter, Krishna Nagar, New Delhi",3.1,600,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.6573761,Krishna Nagar,"Krishna Nagar, New Delhi",77.2805179,2,Orange,Average,18421495,Panj Taara,8,6120e397a4acd2e728596971
"Yashwant Palace Market, Chanakyapuri, New Delhi",2.9,600,New Delhi,1,"Bakery, Italian, Fast Food, Chinese, Continental",Indian Rupees(Rs.),No,No,No,28.5850979,Chanakyapuri,"Chanakyapuri, New Delhi",77.191515,2,Orange,Average,18421499,Angan Bakery & Cafe,10,6120e397a4acd2e728596972
"Shop No 18, Huda Market, Sector 56, Gurgaon",0,150,Gurgaon,1,Ice Cream,Indian Rupees(Rs.),No,No,No,28.4256359,Sector 56,"Sector 56, Gurgaon",77.0999277,1,White,Not rated,18421502,Kings Kulfi,0,6120e397a4acd2e728596973
"Shop 17, Phool Singh Complex, Opposite Pathway School, Sector 104, Near Sector 110, Noida",3.5,400,Noida,1,"Fast Food, North Indian",Indian Rupees(Rs.),Yes,No,No,28.53925998,Sector 110,"Sector 110, Noida",77.36600563,1,Yellow,Good,18421504,The Kebab Company,21,6120e397a4acd2e728596974
"273, B-14, Himgiri Apartment, Sector 34, Noida",0,200,Noida,1,North Indian,Indian Rupees(Rs.),No,No,No,28.5820375,Sector 34,"Sector 34, Noida",77.3614689,1,White,Not rated,18421515,Maa Ka Khaana,0,6120e397a4acd2e728596975
"165, Vigyan Vihar, Anand Vihar, New Delhi",0,100,New Delhi,1,Bakery,Indian Rupees(Rs.),No,No,No,28.6594206,Anand Vihar,"Anand Vihar, New Delhi",77.3068421,1,White,Not rated,18421693,Cookie Shookie,0,6120e397a4acd2e728596976
"CK Farm, Carterpuri Village, Sector 23A, Gurgaon, Sector 23, Gurgaon",3.9,900,Gurgaon,1,Cafe,Indian Rupees(Rs.),No,No,No,28.500642,Sector 23,"Sector 23, Gurgaon",77.0537818,2,Yellow,Good,18421938,Hamoni Red: Play Cafe,25,6120e397a4acd2e728596977
"SCF 55, Main Market, Sector 15, Faridabad",2.7,600,Faridabad,1,"Cafe, North Indian, Chinese, Continental",Indian Rupees(Rs.),No,No,No,28.3950834,Sector 15,"Sector 15, Faridabad",77.323244,2,Orange,Average,18421965,The Grub House,17,6120e397a4acd2e728596978
"SCO 305, Ground Floor, Huda Gymkhana Road, Behind The Pllazio Hotel, Sector 29, Gurgaon",4.3,3300,Gurgaon,1,"Japanese, Sushi",Indian Rupees(Rs.),No,No,No,28.4640533,Sector 29,"Sector 29, Gurgaon",77.064243,4,Green,Very Good,18422475,Nagai,56,6120e397a4acd2e728596979
"Arjun Marg Market, DLF Phase 1, Gurgaon",3.2,550,Gurgaon,1,Mughlai,Indian Rupees(Rs.),No,No,No,28.4661053,DLF Phase 1,"DLF Phase 1, Gurgaon",77.0992983,2,Orange,Average,18422652,Makhmali Kebabs,10,6120e397a4acd2e72859697a
"Ground Floor, Achi House, Majnu ka Tila, New Delhi",0,400,New Delhi,1,Chinese,Indian Rupees(Rs.),No,No,No,28.702491,Majnu ka Tila,"Majnu ka Tila, New Delhi",77.2284355,1,White,Not rated,18422748,Achi Restaurant,1,6120e397a4acd2e72859697b
"BBMP 2034/69, Block 2, Kaikondrahalli, Varthur Hobli, Sarjapur Road, Bangalore",3.9,1400,Bangalore,1,"Continental, Italian, North Indian",Indian Rupees(Rs.),No,No,No,12.914264,Sarjapur Road,"Sarjapur Road, Bangalore",77.6784,3,Yellow,Good,18422898,Hoot,405,6120e397a4acd2e72859697c
"98, Peter's Road, Behind Philip's Service Centre, Gopalapuram, Chennai",4.2,450,Chennai,1,"Cafe, European",Indian Rupees(Rs.),Yes,No,No,13.05434714,Gopalapuram,"Gopalapuram, Chennai",80.25722075,1,Green,Very Good,18423075,"Writer's Cafe",191,6120e397a4acd2e72859697d
"11, Shivpuri, Krishna Nagar, New Delhi",3.2,300,New Delhi,1,"Ice Cream, Desserts",Indian Rupees(Rs.),No,No,No,28.6523602,Krishna Nagar,"Krishna Nagar, New Delhi",77.2779662,1,Orange,Average,18423095,Goosebumps,6,6120e397a4acd2e72859697e
"A Block, The Corenthum Office Complex, Sector 62, Noida",3.4,200,Noida,1,"Fast Food, Beverages",Indian Rupees(Rs.),Yes,No,No,28.62667926,Sector 62,"Sector 62, Noida",77.37371799,1,Orange,Average,18423098,GreeNox,16,6120e397a4acd2e72859697f
"7/1, Shivpuri, Krishna Nagar, New Delhi",0,550,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.6525016,Krishna Nagar,"Krishna Nagar, New Delhi",77.2777796,2,White,Not rated,18423101,Kebabish,0,6120e397a4acd2e728596980
"C 5, Shivpuri, Krishna Nagar, New Delhi",0,100,New Delhi,1,Mithai,Indian Rupees(Rs.),No,No,No,28.6530845,Krishna Nagar,"Krishna Nagar, New Delhi",77.2777667,1,White,Not rated,18423103,Ramlal Sweets,0,6120e397a4acd2e728596981
"G-37, Ground Floor, The Sapphire, Block S, Uppal Southend, Sohna Road, Gurgaon",3.3,800,Gurgaon,1,Bakery,Indian Rupees(Rs.),No,No,No,28.4117267,Sohna Road,"Sohna Road, Gurgaon",77.0484858,2,Orange,Average,18423106,Sugarcraft Patisserie,16,6120e397a4acd2e728596982
"Sector 23, Gurgaon",3.3,500,Gurgaon,1,"Pizza, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.5041784,Sector 23,"Sector 23, Gurgaon",77.0540643,2,Orange,Average,18423107,Ovenstory Pizza,15,6120e397a4acd2e728596983
"33, L.S.C, Masjid Moth, Greater Kailash (GK) 2, New Delhi",3.2,1000,New Delhi,1,"Cafe, Fast Food, Continental",Indian Rupees(Rs.),Yes,No,No,28.5367217,Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2385097,3,Orange,Average,18423108,Brown Sugar,12,6120e397a4acd2e728596984
"Shop GF-29, BG-1 BG-2, Gourmet Hub, Paschim Vihar, New Delhi",3.4,500,New Delhi,1,"Burger, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.6681812,"Gourmet Hub, Pashim Vihar","Gourmet Hub, Pashim Vihar, New Delhi",77.1120546,2,Orange,Average,18423111,Burger King,33,6120e397a4acd2e728596985
"12/17, Near Canara Bank, East Patel Nagar, New Delhi",0,150,New Delhi,1,Street Food,Indian Rupees(Rs.),No,No,No,28.6448988,East Patel Nagar,"East Patel Nagar, New Delhi",77.1734844,1,White,Not rated,18423112,"Johny's Vada Pav",3,6120e397a4acd2e728596986
"18/47, Main Market, East Patel Nagar, New Delhi",0,300,New Delhi,1,Mithai,Indian Rupees(Rs.),No,No,No,28.6460949,East Patel Nagar,"East Patel Nagar, New Delhi",77.1734122,1,White,Not rated,18423116,Hardwari,3,6120e397a4acd2e728596987
"B116, Opposite Metro Pillar 164, New Ashok Nagar, Vasundhara Enclave, New Delhi",0,400,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.5890838,Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.30620712,1,White,Not rated,18423118,Old Moradabadi Chicken Corner,0,6120e397a4acd2e728596988
"49/1, 1st Floor, N Block, Connaught Place, New Delhi",3.7,1100,New Delhi,1,"North Indian, Chinese, Continental",Indian Rupees(Rs.),No,Yes,No,28.6306314,Connaught Place,"Connaught Place, New Delhi",77.2198128,3,Yellow,Good,18423119,Playboy Cafe,140,6120e397a4acd2e728596989
"Shop 8, Near Isckon Temple, East of Kailash, New Delhi",0,100,New Delhi,1,"Pizza, Fast Food",Indian Rupees(Rs.),No,No,No,0,East of Kailash,"East of Kailash, New Delhi",0,1,White,Not rated,18423121,Delhi Pizza Corner,2,6120e397a4acd2e72859698a
"C1/167, Yamuna Vihar, Shahdara, New Delhi",0,300,New Delhi,1,Mithai,Indian Rupees(Rs.),No,No,No,28.7009935,Shahdara,"Shahdara, New Delhi",77.2732231,1,White,Not rated,18423122,Hira Lal Sweets,2,6120e397a4acd2e72859698b
"296, 2nd Floor Satyaniketan, Satyaniketan, New Delhi",3,1200,New Delhi,1,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.5887711,Satyaniketan,"Satyaniketan, New Delhi",77.1692496,3,Orange,Average,18423125,Turn Up,6,6120e397a4acd2e72859698c
"Plot 10, Sector 93, Noida",3.1,500,Noida,1,"Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,28.5200041,Sector 93,"Sector 93, Noida",77.3817427,2,Orange,Average,18423127,"Hungry's Hut",10,6120e397a4acd2e72859698d
"Shop 3, Building 12, Satyaniketan, New Delhi",3,350,New Delhi,1,Chinese,Indian Rupees(Rs.),No,No,No,28.5883364,Satyaniketan,"Satyaniketan, New Delhi",77.1683952,1,Orange,Average,18423129,"Flirty Momo's",8,6120e397a4acd2e72859698e
"Shop 51, Amrapali Princely Estate, Sector 76, Near Sector 72, Noida",3.5,650,Noida,1,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),Yes,No,No,28.5665424,Sector 72,"Sector 72, Noida",77.3821963,2,Yellow,Good,18423131,The Grill @ 76,42,6120e397a4acd2e72859698f
"107 A, Gautam Nagar, Hauz Khas, New Delhi",0,500,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.5636313,Hauz Khas,"Hauz Khas, New Delhi",77.2116483,2,White,Not rated,18423135,"Gupta's Vegetarian Paradise",1,6120e397a4acd2e728596990
"Near B-19, Sector 62, Noida",0,350,Noida,1,Chinese,Indian Rupees(Rs.),No,No,No,28.6207119,Sector 62,"Sector 62, Noida",77.3629871,1,White,Not rated,18423139,"Let's Noodle",1,6120e397a4acd2e728596991
"Bhairon Baba Market, Durgapuri Chowk, Shahdara, New Delhi",0,150,New Delhi,1,Mughlai,Indian Rupees(Rs.),No,No,No,28.6876451,Shahdara,"Shahdara, New Delhi",77.2920013,1,White,Not rated,18423140,Gareeb Dhaba,1,6120e397a4acd2e728596992
"6, Shop Mini Market, Lodhi Road Complex, Lodhi Road, New Delhi",0,400,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.5823457,Lodhi Road,"Lodhi Road, New Delhi",77.2284355,1,White,Not rated,18423145,Rai Ji Caterers,0,6120e397a4acd2e728596993
"H-55, 1st Floor, Outer Circle, Connaught Place, New Delhi",4.1,1500,New Delhi,1,"North Indian, European",Indian Rupees(Rs.),No,Yes,No,28.6355397,Connaught Place,"Connaught Place, New Delhi",77.2191391,3,Green,Very Good,18423151,The Darzi Bar & Kitchen,90,6120e397a4acd2e728596994
"Sector 56, Gurgaon",3,300,Gurgaon,1,North Indian,Indian Rupees(Rs.),No,No,No,0,Sector 56,"Sector 56, Gurgaon",0,1,Orange,Average,18423797,Ghar Ki Handi,6,6120e397a4acd2e728596995
"795, Main Joshi Road, Karol Bagh, New Delhi",3.5,450,New Delhi,1,"Bakery, Desserts",Indian Rupees(Rs.),No,No,No,0,Karol Bagh,"Karol Bagh, New Delhi",0,1,Yellow,Good,18423807,Bakeology,22,6120e397a4acd2e728596996
"1449/55, Lane 6, 100 Fota Road, Shahdara, New Delhi",0,150,New Delhi,1,"Mithai, Street Food",Indian Rupees(Rs.),No,No,No,28.6893847,Shahdara,"Shahdara, New Delhi",77.2939837,1,White,Not rated,18423857,Laxmi Dairy,0,6120e397a4acd2e728596997
"1448/50, 100 Feet Road, Durgapur, Shahdara, New Delhi",0,100,New Delhi,1,"Bakery, Desserts",Indian Rupees(Rs.),No,No,No,28.6894359,Shahdara,"Shahdara, New Delhi",77.2945223,1,White,Not rated,18423859,Jony Sweets,1,6120e397a4acd2e728596998
"RN 10, Rasoolpur Navada, Next to Bank of Maharashtra, B Block Market, Sector 62, Noida",3,400,Noida,1,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.6181042,Sector 62,"Sector 62, Noida",77.3698446,1,Orange,Average,18423860,Boxmeal,4,6120e397a4acd2e728596999
"366, Main 100 Fret Road, Durgapuri Extension, Shahdara, New Delhi",0,400,New Delhi,1,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.68947,Shahdara,"Shahdara, New Delhi",77.2948813,1,White,Not rated,18423861,Wah Ji Wah,1,6120e397a4acd2e72859699a
"Durgapuri Chowk, 100 Feet Road, Shahdara, New Delhi",0,150,New Delhi,1,"Mithai, Street Food",Indian Rupees(Rs.),No,No,No,28.689507,Shahdara,"Shahdara, New Delhi",77.2923084,1,White,Not rated,18423863,Prakash Sweets,1,6120e397a4acd2e72859699b
"Shop A1/1, West Jyoti Nagar, Durgapuri Chowk, Shahdara, New Delhi",0,500,New Delhi,1,"Mithai, Fast Food",Indian Rupees(Rs.),No,No,No,28.6895977,Shahdara,"Shahdara, New Delhi",77.2919382,2,White,Not rated,18423865,Bikaner Sweets & Bakers,2,6120e397a4acd2e72859699c
"A1/1, West Jyoti Nagar, Bhairon Baba Market, Durgapuri Chowk, Shahdara, New Delhi",0,300,New Delhi,1,"Mithai, Fast Food",Indian Rupees(Rs.),No,No,No,28.6896366,Shahdara,"Shahdara, New Delhi",77.291919,1,White,Not rated,18423867,Aggarwal Sweet India,1,6120e397a4acd2e72859699d
"A1/1, GSK Complex, Bhairon Baba Market, Shahdara, New Delhi",0,200,New Delhi,1,Street Food,Indian Rupees(Rs.),No,No,No,28.689657,Shahdara,"Shahdara, New Delhi",77.2917756,1,White,Not rated,18423869,Bitoo Chat Corner,2,6120e397a4acd2e72859699e
"Shop 4/460, Near Durgapuri Chowk, Shahdara, New Delhi",0,200,New Delhi,1,"Fast Food, South Indian",Indian Rupees(Rs.),No,No,No,28.69022,Shahdara,"Shahdara, New Delhi",77.2919462,1,White,Not rated,18423870,South Cafe,1,6120e397a4acd2e72859699f
"472, Hardevpuri , Gautam Nagar, Hauz Khas, New Delhi",3.1,300,New Delhi,1,Chinese,Indian Rupees(Rs.),Yes,No,No,28.5626079,Hauz Khas,"Hauz Khas, New Delhi",77.214976,1,Orange,Average,18423871,Food Refill,23,6120e397a4acd2e7285969a0
"A16, West Jyotmii Nagar, Shahdara, New Delhi",0,150,New Delhi,1,Mithai,Indian Rupees(Rs.),No,No,No,28.68933208,Shahdara,"Shahdara, New Delhi",77.28979267,1,White,Not rated,18423872,Aggarwal Sweets,1,6120e397a4acd2e7285969a1
"Shop C-1/177, Yamuna Vihar, Shahdara, New Delhi",0,500,New Delhi,1,South Indian,Indian Rupees(Rs.),No,No,No,28.7008442,Shahdara,"Shahdara, New Delhi",77.2736497,2,White,Not rated,18423876,Madras Cafe,3,6120e397a4acd2e7285969a2
"RN 1, B Block Market, Sector 62, Noida",0,500,Noida,1,Mughlai,Indian Rupees(Rs.),No,No,No,28.6182302,Sector 62,"Sector 62, Noida",77.3707092,2,White,Not rated,18423877,Shama Chicken Corner,2,6120e397a4acd2e7285969a3
"255, Yamuna Vihar, Shahdara, New Delhi",0,200,New Delhi,1,"Mithai, Fast Food",Indian Rupees(Rs.),No,No,No,28.7006707,Shahdara,"Shahdara, New Delhi",77.2754038,1,White,Not rated,18423878,Aggarwal Bikaner Sweets Corner,2,6120e397a4acd2e7285969a4
"BW-58, Near Noida City Center Metro, Wave City Center, Sector 32, Near Sector 34, Noida",0,300,Noida,1,"Ice Cream, Beverages, Fast Food",Indian Rupees(Rs.),No,No,No,28.5743086,Sector 34,"Sector 34, Noida",77.3536634,1,White,Not rated,18423885,Dolce Gelato,0,6120e397a4acd2e7285969a5
"B-17, Om Sai Complex, New Ashok Nagar, Vasundhara Enclave, New Delhi",0,100,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.5891961,Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.3062381,1,White,Not rated,18423889,Annapoorna Bhojanalya,0,6120e397a4acd2e7285969a6
"F-10, Sushant Arcade, Sushant Lok, Gurgaon",3.9,650,Gurgaon,1,"North Indian, Mughlai",Indian Rupees(Rs.),Yes,No,No,28.4608794,"Sushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",77.0794255,2,Yellow,Good,18423890,Wrapchick,67,6120e397a4acd2e7285969a7
"F-2/35, Vijay Chowk, Near Shiv Chowk, Krishna Nagar, New Delhi",0,350,New Delhi,1,Healthy Food,Indian Rupees(Rs.),No,No,No,28.6576075,Krishna Nagar,"Krishna Nagar, New Delhi",77.2842188,1,White,Not rated,18423892,Fuel Diet Cafe,0,6120e397a4acd2e7285969a8
"G-16, Vardhman Sunrise Plaza, Vasundhara Enclave, New Delhi",0,100,New Delhi,1,Street Food,Indian Rupees(Rs.),No,No,No,0,Vasundhara Enclave,"Vasundhara Enclave, New Delhi",0,1,White,Not rated,18423894,Goli Vada Pav No. 1,3,6120e397a4acd2e7285969a9
"RN 1, B Block Market, Sector 62, Noida",0,600,Noida,1,Bakery,Indian Rupees(Rs.),Yes,No,No,28.6182302,Sector 62,"Sector 62, Noida",77.3707092,2,White,Not rated,18423896,Kesarwa Bakez,1,6120e397a4acd2e7285969aa
"B8/9, Shop 9, DDA Market, Near GD Goenka School, Vasant Kunj, New Delhi",3.8,1000,New Delhi,1,Cafe,Indian Rupees(Rs.),Yes,No,No,28.5291446,Vasant Kunj,"Vasant Kunj, New Delhi",77.1553898,3,Yellow,Good,18423898,The Cafe,20,6120e397a4acd2e7285969ab
"RN 39, Basement, B Block Market, Sector 62, Noida",0,500,Noida,1,Cafe,Indian Rupees(Rs.),No,No,No,28.6193211,Sector 62,"Sector 62, Noida",77.3706875,2,White,Not rated,18423900,Hookie Dookie,0,6120e397a4acd2e7285969ac
"G 75, Agarwal Cyber Plaza II, Netaji Subhash Place, New Delhi",3.8,200,New Delhi,1,"Desserts, Beverages",Indian Rupees(Rs.),No,No,No,28.6936265,Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.1499094,1,Yellow,Good,18423901,Niti Shake & Ice Cream Hub,23,6120e397a4acd2e7285969ad
"Shop 12, 12-A, 14, Block C2, GTM Shopping Arcade, Palam Vihar, Gurgaon",0,450,Gurgaon,1,"North Indian, South Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.4946737,Palam Vihar,"Palam Vihar, Gurgaon",77.0203724,1,White,Not rated,18423904,"RD's Authentic Aroma",2,6120e397a4acd2e7285969ae
"Shop 138, Dr. Kapoor Wali Gali, Munirka, New Delhi",0,200,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.5566765,Munirka,"Munirka, New Delhi",77.1716186,1,White,Not rated,18423905,Nishaj Chicken Corner,0,6120e397a4acd2e7285969af
"SCO 654,Himalaya Marg Road, Sector 70, Mohali, Chandigarh",4.3,550,Mohali,1,"Continental, North Indian",Indian Rupees(Rs.),Yes,No,No,30.6955506,Sector 70,"Sector 70, Mohali",76.7187888,2,Green,Very Good,18424018,The Shooters Cafe,99,6120e397a4acd2e7285969b0
"GF-1, A-12/13, Ansal Building, Commercial Complex, Near Batra Cinema, Mukherjee Nagar, New Delhi",0,700,New Delhi,1,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),No,No,No,28.7118254,Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2159952,2,White,Not rated,18424169,Flavours Kitchen,1,6120e397a4acd2e7285969b1
"Leela Ram Market, South Extension 2, New Delhi",0,300,New Delhi,1,"Biryani, Mughlai",Indian Rupees(Rs.),No,No,No,28.5642064,South Extension 2,"South Extension 2, New Delhi",77.2191391,1,White,Not rated,18424170,Special Chicken Biryani,1,6120e397a4acd2e7285969b2
"Building 1A, Shop 2, Batra Cinema Complex, Mukherjee Nagar, New Delhi",0,300,New Delhi,1,"North Indian, Chinese, South Indian",Indian Rupees(Rs.),No,No,No,28.7122793,Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.215591,1,White,Not rated,18424171,Brijwasi,0,6120e397a4acd2e7285969b3
"Main Market, Near ICICI Bank, Sector 110, Noida",0,200,Noida,1,Mughlai,Indian Rupees(Rs.),No,No,No,28.5337414,Sector 110,"Sector 110, Noida",77.38754611,1,White,Not rated,18424173,"Ahmed's",0,6120e397a4acd2e7285969b4
"A 2/22, Main Market, Sector 110, Noida",0,100,Noida,1,"Mithai, Street Food",Indian Rupees(Rs.),No,No,No,28.53319412,Sector 110,"Sector 110, Noida",77.38711596,1,White,Not rated,18424175,Mittal Bikaneri Sweets,0,6120e397a4acd2e7285969b5
"B-1212, Ground Floor, Front Side, Green Fields Colony, Main Road, Sector 42, Faridabad",0,300,Faridabad,1,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,0,Sector 42,"Sector 42, Faridabad",0,1,White,Not rated,18424179,"Mother's Kitchen",0,6120e397a4acd2e7285969b6
"B-147, Lane 3, New Ashok Nagar, Vasundhara Enclave, New Delhi",0,100,New Delhi,1,Biryani,Indian Rupees(Rs.),No,No,No,28.5890367,Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.30622523,1,White,Not rated,18424188,Special Chicken Biryani,0,6120e397a4acd2e7285969b7
"54, Tolstoy Lane, Janpath, New Delhi",4.2,1350,New Delhi,1,"North Indian, Italian, Continental, Asian",Indian Rupees(Rs.),No,Yes,No,28.6272055,Janpath,"Janpath, New Delhi",77.2205314,3,Green,Very Good,18424189,Cafe Southall,162,6120e397a4acd2e7285969b8
"B 1363, East End Apartments, Main Road, New Ashok Nagar, Vasundhara Enclave, New Delhi",0,150,New Delhi,1,"Biryani, North Indian",Indian Rupees(Rs.),No,No,No,28.58927604,Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.3080954,1,White,Not rated,18424192,Zaika Chicken Corner,0,6120e397a4acd2e7285969b9
"Near Hotel Ascent, Main Road, Sector 62, Noida",0,200,Noida,1,North Indian,Indian Rupees(Rs.),No,No,No,28.6218907,Sector 62,"Sector 62, Noida",77.3551543,1,White,Not rated,18424195,Shri Balaji Shudh Vaishno Dhaba,0,6120e397a4acd2e7285969ba
"Block-1, Sarpanch Chowk, New Ashok Nagar, Vasundhara Enclave, New Delhi",0,150,New Delhi,1,Biryani,Indian Rupees(Rs.),No,No,No,28.5897432,Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.3080751,1,White,Not rated,18424200,Shahi Muradabadi Chicken Biryani,0,6120e397a4acd2e7285969bb
"Shop 18-19, Plot 8, Golf City, Sector 75, Near, Sector 72, Noida",3,500,Noida,1,"North Indian, Chinese, South Indian",Indian Rupees(Rs.),No,No,No,28.5722375,Sector 72,"Sector 72, Noida",77.3863299,2,Orange,Average,18424201,Hungry Inn,5,6120e397a4acd2e7285969bc
"44, Gali Number 1, Block A, New Ashok Nagar, Vasundhara Enclave, New Delhi",0,50,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.5893763,Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.3085095,1,White,Not rated,18424202,Famous Parantha and Poori Sabzi,0,6120e397a4acd2e7285969bd
"Shop 215, 2nd Floor, Logix City Centre Mall, Sector 34, Noida",2.9,900,Noida,1,"North Indian, Chinese, Mughlai",Indian Rupees(Rs.),No,Yes,No,28.5743086,Sector 34,"Sector 34, Noida",77.3536634,2,Orange,Average,18424204,Pind Balluchi,7,6120e397a4acd2e7285969be
